language,count,count_distribution,bytes,bytes_distribution,percentage_sum,percentage_avg,percentage_std,percentage_median,percentage_max,percentage_min
vim script,272,0.018413214189006228,87483641,0.0014758568314482902,106.5035660873063,0.3916,0.4491,0.0247,1.0,8.10231668924615e-07
scala,246,0.016653127538586516,343606877,0.005796678681366981,97.66091612534356,0.397,0.4311,0.1118,1.0,2.7807641765424503e-06
scss,988,0.06688329271594909,90224865,0.0015221015249782498,83.95562295575354,0.085,0.1484,0.028,1.0,1.7895366240973185e-07
vue,371,0.025115082588681288,63175516,0.0010657765932361087,79.53776365215138,0.2144,0.2441,0.1162,0.9695035682565752,1.0421846538147968e-05
makefile,3477,0.23537774167343622,180795391,0.0030500343818762035,65.46841840722733,0.0188,0.0802,0.0034,1.0,7.306459675218989e-07
clojure,113,0.007649607365285676,50148394,0.0008460078824458215,51.015235628559964,0.4515,0.4538,0.2493,1.0,1.1974517438694373e-06
emacs lisp,237,0.016043866774979692,32947429,0.0005558260677365669,48.46183294114428,0.2045,0.3788,0.001,1.0,9.560295618107338e-07
haskell,108,0.007311129163281885,86039733,0.0014514979746217567,44.867865377722026,0.4154,0.4367,0.1088,1.0,3.8606398578172665e-06
elixir,97,0.006566477118873545,31827262,0.0005369287504734121,43.94439505823894,0.453,0.4575,0.2009,1.0,3.61983483591659e-06
lua,412,0.027890603845112376,140668634,0.0023730924100358285,42.63534540905235,0.1035,0.235,0.0059,1.0,2.0603449280947536e-07
powershell,705,0.04772542648253453,142004481,0.002395628268148086,42.22427165060992,0.0599,0.199,0.0018,1.0,1.7984198935000375e-06
perl,665,0.0450176008665042,348703911,0.005882666099849302,38.50806978356277,0.0579,0.1747,0.003,1.0,1.0618974727371098e-07
dart,85,0.005754129434064446,149684477,0.0025251904860957314,38.31357702875434,0.4507,0.434,0.3211,1.0,1.4116818116023167e-05
r,185,0.012523693474140266,33599044,0.0005668188709421877,36.31157756614288,0.1963,0.363,0.0026,1.0,3.624899417037279e-07
tex,262,0.017736257784998648,59920617,0.0010108661566114578,34.685599946994316,0.1324,0.2874,0.0079,1.0,6.452338678207563e-07
coffeescript,182,0.01232060655293799,32914094,0.0005552637033114703,33.22247336036281,0.1825,0.3103,0.0164,1.0,4.529572497918198e-07
dockerfile,2682,0.18155970755483347,12213621,0.00020604487631659381,32.43329660138708,0.0121,0.0604,0.0012,0.9900263046557402,1.0565201290856293e-06
cmake,1153,0.07805307338207419,108189923,0.0018251736567916107,25.710914855009,0.0223,0.0507,0.0094,0.8143263917376511,2.4941570139780685e-06
assembly,449,0.030395342539940428,535405967,0.00903234644743613,22.55704069682393,0.0502,0.1463,0.0051,0.9764094876861462,1.7078622005690597e-06
erlang,66,0.004467912266450041,33710084,0.0005686921256523342,19.485363512347767,0.2952,0.417,0.0169,1.0,1.0442743545091882e-06
less,347,0.023490387219063092,50406702,0.0008503655614594069,19.107280682279644,0.0551,0.0966,0.0171,0.7909209827860771,1.7895366240973185e-07
groovy,226,0.015299214730571352,97014619,0.001636645280933187,18.247093463078706,0.0807,0.1946,0.0039,0.9998683940070449,2.5139026357464687e-06
roff,551,0.03730029786081776,283195331,0.004777530508710877,15.262491797173032,0.0277,0.0776,0.0037,0.8640188906130764,6.583220687112687e-07
ocaml,57,0.003858651502843217,179311211,0.0030249961328154573,15.023022507857181,0.2636,0.3687,0.0189,0.9903621287471767,3.011299089097468e-06
batchfile,1585,0.10729759003520173,9893074,0.0001668970413213993,13.42544126816056,0.0085,0.0641,0.0004,1.0,3.4368333348838135e-08
pug,115,0.007784998646087192,5491795,9.264707178412434e-05,13.292352651848995,0.1156,0.1728,0.0259,0.7588837451913673,1.1614312383629576e-05
julia,41,0.002775521256431086,7818943,0.0001319062662384478,11.723206517589732,0.2859,0.4403,0.0067,1.0,9.651599644543166e-07
objective-c++,275,0.018616301110208504,39146788,0.0006604098073496729,10.450607438331271,0.038,0.1215,0.0034,0.8554388325398469,4.54303209866402e-06
plpgsql,144,0.00974817221770918,46524274,0.0007848686545987732,9.983717376956129,0.0693,0.1819,0.0049,0.9901860284198112,2.7933323674738736e-06
common lisp,43,0.002910912537232602,40569722,0.0006844148309243094,9.692137152831204,0.2254,0.3859,0.0029,1.0,1.8113697143273265e-06
jinja,109,0.007378824803682643,6198661,0.00010457196429081054,9.494507163557055,0.0871,0.2196,0.0025,1.0,7.010025263924874e-06
gherkin,152,0.010289737340915246,18640078,0.0003144597794578415,9.214782395495261,0.0606,0.0969,0.015,0.5524928097535263,3.1143705798357974e-06
blade,93,0.006295694557270512,14693648,0.00024788315314512924,9.176892143579824,0.0987,0.1217,0.0648,0.7911453320500481,6.738953171014415e-06
rich text format,162,0.010966693744922826,215067551,0.003628208779812943,8.337857940012828,0.0515,0.1417,0.0037,1.0,2.8534245731692962e-06
stylus,96,0.006498781478472786,4026248,6.79231630963441e-05,8.130459112470023,0.0847,0.1515,0.0236,0.9806753897556476,5.803263401614347e-07
hcl,116,0.00785269428648795,5320706,8.976078508469836e-05,8.10763992153438,0.0699,0.2072,0.0024,1.0,6.362065808812644e-06
vala,21,0.001421608448415922,9275175,0.00015647303004487885,7.848160804917217,0.3737,0.4406,0.0332,0.9835036886861519,3.0019388446020418e-05
f#,72,0.00487408610885459,81373801,0.001372783285354615,7.669048369990384,0.1065,0.2845,0.0018,0.9996212460493148,2.4066731918634718e-06
handlebars,173,0.011711345789331168,12479359,0.00021052790009329518,7.53762930083728,0.0436,0.1286,0.0043,1.0,1.167057037520242e-07
m4,396,0.026807473598700244,39903367,0.0006731733626031667,7.211941990117155,0.0182,0.0384,0.0064,0.46616990887853055,2.8292463394585997e-06
starlark,279,0.018887083671811536,22124577,0.00037324358857393367,6.886318901516199,0.0247,0.08,0.0049,0.9953074725276383,6.611728356823842e-07
cuda,117,0.007920389926888708,38869352,0.0006557294372689434,6.4722413571893425,0.0553,0.0984,0.0118,0.48863235116958215,2.346124903304572e-05
haxe,20,0.0013539128080151638,21593989,0.00036429252165978357,6.429291062915751,0.3215,0.4323,0.0073,1.0,3.7697360282167396e-05
tsql,127,0.00859734633089629,35995484,0.000607247027620714,6.284545730256787,0.0495,0.1728,0.0037,1.0,1.3816513985156729e-05
jsonnet,36,0.002437043054427295,23836435,0.00040212278581458586,6.2295716431525285,0.173,0.3173,0.0072,0.995976708499866,1.6027990232095375e-05
pascal,83,0.00561873815326293,40164432,0.0006775775524528101,6.2008599521027135,0.0747,0.2285,0.0017,0.9609289468851246,2.9279350019723635e-06
glsl,244,0.016517736257785,27248528,0.00045968509924855565,6.161652739250065,0.0253,0.0771,0.0032,0.7828953221728262,1.1073799061666968e-07
d,43,0.002910912537232602,33249338,0.0005609192995114736,6.0846828798480495,0.1415,0.3196,0.002,0.9750064413180368,2.3280733650788177e-09
