repo_id,apity,apity_num,pj_size,lg_num,age,cmmt_num,dev_num,se_num,se_rem_num,se_iibc_num,se_pd_num,se_other
68964263,FFI,1,77787,5,1771,4392,540,29,2,0,1,26
2328181,FFI_IMI,1,2228016,63,2755,20000,616,513,299,1,5,208
18224920,IMI_EBD,0,112476,7,2678,6319,319,17,2,0,0,15
14716368,IMI_EBD,0,1120318,6,2798,9349,182,15,0,7,0,8
56087776,IMI_EBD,0,25186,6,1935,1311,116,7,1,0,0,6
47997753,,0,1523,5,2799,1563,207,8,0,0,0,8
5374914,,0,1375,2,6652,1371,207,3,0,0,0,3
7170058,FFI,1,17550,3,4125,2831,181,4,2,0,0,2
2564712,,0,52664,6,3572,6419,165,16,2,0,1,13
3182350,,0,9663,3,3461,2131,154,7,2,0,0,5
11654790,IMI,1,8467,2,2826,1336,107,3,0,0,0,3
56919458,,0,12627,3,2056,3189,312,12,0,0,0,12
13034860,,0,1988,3,2853,2211,97,16,0,0,0,16
5245894,IMI_EBD,0,137773,4,3269,5726,86,10,6,0,0,4
2833881,,0,21982,11,4218,20230,933,37,0,0,0,37
62743585,HIT,0,37324,2,1850,1269,88,12,0,0,0,12
3796591,,0,1758,4,3405,1144,208,1,0,0,0,1
61219754,FFI,1,67279,2,1956,2303,70,63,11,0,5,47
25268795,IMI_EBD,0,70779,5,2479,1370,162,7,0,0,0,7
5718947,IMI,1,11579,2,1856,1145,179,2,1,0,1,0
48617634,,0,12836,4,2035,2760,143,3,0,0,0,3
21088356,IMI_EBD,0,37958,5,2585,2502,368,6,0,0,0,6
52999018,,0,110375,28,2757,1006,160,2,0,0,0,2
60492769,,0,83315,4,5054,3552,234,5,1,0,0,4
54972769,IMI,1,132247,5,1898,7236,109,1,0,0,0,1
105963253,IMI_EBD,0,82375,3,2982,5075,1662,9,4,1,0,4
50881110,HIT,0,17911,4,4841,1189,138,0,0,0,0,0
19057465,,0,110820,2,2639,2726,105,2,2,0,0,0
997338,,0,13640,4,5195,5671,570,24,0,0,0,24
22259044,HIT,0,25933,3,2487,1348,46,5,2,0,0,3
110776471,FFI,1,37812,4,1318,1797,116,7,4,0,0,3
16621659,FFI_IMI,1,50926,6,2729,14698,117,43,26,0,0,17
92205085,,0,46583,9,2632,1360,234,4,0,0,0,4
41624627,EBD,0,349573,2,1704,2264,50,2,2,0,0,0
136463760,,0,12840,5,2075,2449,158,8,1,0,0,7
8881628,,0,22377,5,3048,9800,258,34,3,0,2,29
3328572,,0,28766,7,3524,4813,457,12,0,0,0,12
120367500,,0,69924,3,2815,1519,64,0,0,0,0,0
23206290,FFI,1,93886,4,3606,4977,308,85,3,0,0,82
10391073,IMI_EBD,0,1485588,11,1879,20000,716,122,12,22,4,84
3791835,FFI_IMI,1,1118727,21,2972,20000,499,373,192,1,0,180
1951148,,0,2154,3,3485,1253,113,0,0,0,0,0
84353800,IMI,1,8775,4,1311,4137,98,33,12,0,0,21
10413050,EBD,0,14630,5,2920,1870,105,2,1,0,0,1
21530861,,0,2907,8,5243,2943,261,43,0,0,0,43
56452110,IMI_EBD,0,177947,5,1915,1220,47,6,2,0,1,3
10934235,,0,1704,3,2934,1455,113,7,0,0,0,7
10873724,FFI_IMI,1,10907,5,3884,1203,130,2,1,0,0,1
12004006,IMI,1,26058,2,2901,1723,179,24,0,15,0,9
130471182,,0,46211,3,1999,1193,61,1,0,0,0,1
132732601,,0,12951,4,1725,1473,182,3,0,0,0,3
17253131,FFI_IMI,1,124597,15,2709,12475,209,336,55,6,0,275
38441254,IMI,1,49945,4,2626,2491,83,19,3,0,0,16
3217621,IMI_EBD,0,1098263,6,2164,20000,979,267,20,11,1,235
5801666,FFI,1,18481,5,4388,5703,106,56,10,15,0,31
1141441,IMI,1,5470,3,3429,1844,169,7,2,0,2,3
32600951,,0,40096,7,2306,3700,292,32,1,0,0,31
672136,IMI,1,1164,3,3735,1106,173,2,0,0,0,2
4370755,,0,660696,13,2957,20337,346,7,0,0,0,7
926231,EBD,0,58026,2,3954,3169,109,1,0,0,0,1
1647876,,0,1732,2,3762,1007,91,0,0,0,0,0
42766295,FFI_IMI_EBD,1,11128,8,2137,1367,65,7,3,0,0,4
15122806,FFI_IMI,1,2132,6,2779,1167,239,15,12,0,0,3
37346186,,0,21820,11,2462,20480,649,17,0,0,0,17
9626741,FFI_IMI,1,40191,5,3962,7880,102,53,10,0,1,42
20312497,,0,52257,4,3979,16176,550,42,0,0,0,42
36914478,FFI_IMI,1,53702,9,1725,20000,251,17,13,0,0,4
57419,IMI,1,1681,2,18688,1043,98,11,0,0,0,11
1227,,0,1026,2,5283,1586,119,2,1,0,0,1
55637575,IMI,1,11986,3,1935,5565,52,47,32,0,0,15
689344,FFI_IMI,1,317432,21,1503,20000,441,391,187,0,0,204
1291410,FFI_IMI,1,80867,6,5083,7505,81,59,28,0,0,31
7205740,FFI_IMI,1,25554,5,2135,1012,94,9,7,0,0,2
5482172,IMI,1,100829,7,3596,20000,195,39,2,12,0,25
37997,IMI_EBD,0,1438,5,4720,1232,239,2,1,0,0,1
109872620,,0,150582,10,1583,6221,380,12,4,0,0,8
31979038,HIT,0,63124,5,2267,3479,197,30,0,0,0,30
21244924,IMI,1,31959,6,3037,3827,206,21,2,1,2,16
33452903,FFI,1,21749,3,2269,1040,142,4,4,0,0,0
82405191,FFI_IMI_EBD,1,19973,5,1049,1879,121,20,0,0,0,20
64060314,,0,363460,8,2228,1016,42,2,0,1,0,1
155815,EBD,0,3956,5,4982,3509,566,5,0,0,0,5
16685462,IMI_EBD,0,94641,7,2726,8288,175,61,22,5,5,29
40963709,,0,8711,3,2929,1553,144,5,0,0,0,5
467461,IMI_EBD,0,10358,3,4153,1184,72,5,4,0,0,1
120542434,,0,20475,7,4270,20480,433,109,11,0,0,98
10464311,,0,28229,6,3164,1620,129,1,0,0,0,1
2832871,IMI,1,3549,2,3003,1002,69,0,0,0,0,0
40403310,,0,25470,7,3056,13457,674,11,5,0,0,6
111113343,,0,38608,3,1758,2881,127,7,0,0,0,7
9433979,,0,45502,9,3021,3459,209,19,0,0,0,19
115446081,,0,103617,9,3055,7778,202,14,1,0,0,13
23551107,IMI_EBD,0,5836,4,1772,1164,267,6,0,0,0,6
37191958,,0,3608,3,2401,1142,155,8,0,1,0,7
5909706,,0,2785,8,3226,1732,193,5,0,0,0,5
16844474,IMI_EBD,0,56188,4,2664,4200,123,4,1,0,0,3
17449493,IMI,1,5774,3,2668,3984,126,11,0,0,0,11
10247874,IMI,1,5044,4,2976,3177,415,14,5,0,0,9
13297858,FFI,1,4941,7,901,1128,84,14,11,0,0,3
27082457,IMI,1,16100,2,2290,1376,55,2,2,0,0,0
3671479,FFI_IMI,1,93653,27,5954,12423,61,276,77,33,3,163
41620215,,0,34039,12,5946,18228,130,186,6,16,0,164
6376337,FFI_IMI,1,141663,12,5465,4814,171,56,33,0,0,23
89130234,HIT,0,6834,4,1473,1325,47,0,0,0,0,0
1021040,,0,948,5,3921,1268,118,1,1,0,0,0
45947467,IMI_EBD,0,2879,3,1997,1167,35,1,0,0,1,0
9791525,,0,1695,4,3002,7081,451,126,1,0,0,125
6800217,IMI_EBD,0,5968,3,3048,1702,77,0,0,0,0,0
10696042,IMI_EBD,0,6367,3,2872,1394,105,2,2,0,0,0
21800813,,0,28512,2,2514,1514,155,4,0,0,0,4
31936600,IMI,1,7820,3,2262,1253,119,10,1,0,0,9
14627445,,0,5072,6,5053,7095,364,71,1,0,0,70
6198699,IMI_EBD,0,19468,5,3324,4240,502,12,8,0,0,4
100464123,,0,37226,6,3515,2447,218,27,0,0,0,27
3618686,IMI_EBD,0,72696,3,3417,1471,196,5,2,0,0,3
75785147,IMI_EBD,0,4786,4,1673,1397,455,9,4,0,1,4
68254498,,0,9371,6,4284,3862,273,5,0,0,0,5
40328394,FFI,1,47952,5,2901,10904,252,88,9,2,0,77
56459948,,0,593613,20,1923,6106,300,5,0,0,0,5
2408911,IMI,1,10852,3,3519,1056,141,1,0,0,0,1
6154315,FFI_IMI,1,8233,4,3168,1645,114,28,16,0,0,12
19606299,IMI,1,37557,5,2639,5368,57,6,0,0,1,5
28257573,IMI_EBD,0,57387,6,2413,4192,148,40,2,12,0,26
107914493,IMI_EBD,0,4747,5,1376,1712,59,11,1,5,1,4
46374199,,0,240800,15,4666,20480,1861,4,2,0,0,2
4238977,IMI_EBD,0,186294,7,3082,3755,223,42,4,4,0,34
8711354,EBD,0,97246,6,2862,1576,44,3,0,0,0,3
57224308,,0,639,4,2056,1322,99,2,0,0,0,2
24810740,,0,8380,6,2479,1025,121,6,0,0,0,6
54460336,,0,11532,4,2045,2091,132,10,1,0,0,9
88327406,,0,10107,8,1745,3036,80,28,1,0,0,27
867564,FFI,1,51537,5,4038,11664,780,69,35,1,0,33
4254338,IMI,1,23261,7,4804,4263,465,7,0,2,0,5
8165161,,0,717,4,2953,1202,109,3,0,0,0,3
69316510,,0,176510,26,2202,2438,54,15,0,0,0,15
40539602,,0,9392,3,2759,15291,338,42,9,0,0,33
47190624,,0,17109,4,2060,5235,301,8,0,0,0,8
14173176,,0,9842,4,4320,1567,117,3,0,0,0,3
41337249,,0,109136,10,2160,6507,989,13,0,0,0,13
35065876,,0,77041,9,3111,5298,528,11,0,0,0,11
44751102,IMI,1,41821,6,2186,6726,116,139,0,0,0,139
82700090,FFI,1,50009,4,1740,2737,112,16,12,0,0,4
21141781,,0,7842,4,2586,3637,167,9,2,0,0,7
17592572,IMI,1,10653,2,2672,2140,54,3,0,0,0,3
3995635,,0,524,2,3371,2558,138,2,0,0,0,2
2997204,FFI_IMI,1,119356,14,7032,15963,231,238,158,0,1,79
50461701,FFI_IMI,1,12954,6,1996,6308,219,10,7,0,0,3
59522149,IMI,1,37847,4,1893,1949,211,2,2,0,0,0
2504175,IMI_EBD,0,3769,4,3552,1288,82,1,0,0,0,1
15778896,FFI_IMI_EBD,1,86619,8,5786,7588,302,215,47,0,0,168
30171828,HIT,0,47904,4,2355,2997,161,17,0,0,4,13
20557685,,0,3856,6,2190,1096,129,5,0,0,0,5
119609583,IMI,1,144690,4,977,1632,137,0,0,0,0,0
66641037,,0,7117,7,2054,2939,171,9,1,0,0,8
5213091,HIT,0,3287,3,3251,1481,57,19,16,0,0,3
17873382,,0,83470,2,2578,2066,28,0,0,0,0,0
33739333,EBD,0,2152,6,2351,1143,245,41,3,2,1,35
33208063,FFI,1,70569,4,2326,1248,36,18,7,0,0,11
15379620,FFI_IMI,1,120148,14,4647,12511,320,369,87,1,1,280
14346979,,0,120035,11,1938,7058,294,16,0,0,0,16
20438302,,0,66415,8,3437,2445,246,3,0,0,0,3
4384018,,0,1039,3,3339,2340,78,2,0,0,0,2
42009758,IMI,1,142980,5,2191,12606,301,80,15,1,0,64
49765480,IMI,1,51903,4,2102,11767,329,130,92,0,1,37
17335035,EBD,0,13849,4,2704,1228,147,0,0,0,0,0
1151051,IMI_EBD,0,113898,7,3886,8665,376,36,2,3,2,29
29620400,FFI_IMI,1,26311,7,2381,10009,311,42,5,0,0,37
5925560,FFI,1,9492,8,4338,1914,41,7,3,0,0,4
32222044,FFI,1,14715,5,4369,1272,24,25,12,0,0,13
5383731,FFI_IMI,1,341156,18,2311,20000,765,734,418,4,8,304
2518028,,0,3311,4,3580,1598,134,2,0,0,0,2
5274894,FFI_IMI,1,44740,7,3555,13939,384,80,7,0,0,73
24046239,FFI_IMI,1,183427,7,2520,6143,114,18,3,1,0,14
13601190,IMI_EBD,0,22999,6,2842,2539,81,7,0,4,0,3
475599,IMI,1,2687,2,3781,1541,167,1,0,0,0,1
417389,IMI,1,3012,2,4231,1716,234,6,1,0,0,5
906150,,0,2166,5,3927,5957,368,10,1,0,0,9
7258278,,0,2146,7,4679,6634,108,26,0,1,1,24
46774900,,0,3595,3,2120,1151,302,0,0,0,0,0
10664,IMI,1,16567,4,4849,8114,481,3,0,0,0,3
104852627,,0,29722,4,2457,1349,79,0,0,0,0,0
33816473,IMI,1,5747,6,2301,2679,313,28,2,0,1,25
28246472,,0,114896,5,4561,5027,275,5,0,0,0,5
38602457,HIT,0,8991,4,2215,2792,229,5,4,0,0,1
13421878,FFI_IMI,1,575225,7,5291,20000,487,185,93,2,0,90
1383170,FFI_IMI,1,51222,5,17353,3743,192,26,11,0,0,15
28944251,,0,21019,5,2383,3242,96,0,0,0,0,0
15508537,IMI_EBD,0,6789,5,2352,1584,210,28,0,4,3,21
1367055,,0,52554,10,4113,1606,147,4,0,0,0,4
15749269,IMI,1,116781,3,4118,1254,183,2,0,1,0,1
38444110,,0,49494,3,2212,1495,103,8,0,0,0,8
3489194,IMI,1,12699,3,3444,8222,154,15,3,0,0,12
53614190,FFI_IMI,1,10606,12,2640,2712,127,83,45,0,0,38
128014656,IMI_EBD,0,469296,4,2432,3440,365,0,0,0,0,0
40089578,IMI_EBD,0,68965,4,2188,2933,217,12,0,0,0,12
6975711,,0,1638,10,3965,1910,68,3,0,0,0,3
2808651,IMI_EBD,0,2786,5,3496,1001,84,0,0,0,0,0
105701360,,0,377898,2,3030,5955,238,14,0,0,0,14
97652025,FFI,1,157384,6,2544,3393,222,9,2,0,0,7
49401416,IMI,1,9069,4,2015,4303,72,79,22,0,0,57
124230204,FFI_IMI,1,76183,5,1605,10336,363,97,8,1,0,88
2715669,,0,4087,2,3541,2292,330,7,0,0,5,2
15644594,,0,51115,6,2749,10957,871,5,0,0,0,5
22527161,FFI_IMI,1,42471,12,2546,1056,120,8,6,0,0,2
2201052,,0,3034,2,4391,1036,135,2,0,0,0,2
63427304,IMI,1,31262,3,1561,1251,46,6,0,0,0,6
45208608,FFI_IMI,1,118544,8,2101,5235,130,42,20,0,0,22
20131603,IMI_EBD,0,10472,3,2609,1403,172,9,2,0,0,7
63652864,,0,5362,4,2158,1087,115,2,0,0,0,2
206417,,0,36595,13,4863,13786,320,88,5,1,0,82
56398352,IMI,1,2507,2,1924,1357,138,1,0,0,0,1
41296876,IMI,1,4993,3,2163,1003,8,0,0,0,0,0
3301400,,0,104337,4,3818,8693,663,98,5,0,0,93
105006031,IMI,1,6179,3,1337,1376,48,0,0,0,0,0
8277372,IMI,1,17909,10,3086,5938,864,75,1,1,1,72
19158009,,0,378075,3,2647,2362,209,3,0,0,0,3
28964450,,0,211546,5,5138,20480,1208,286,8,0,0,278
17748183,,0,24923,5,2686,2416,265,3,2,0,0,1
26061231,,0,13328,7,2452,4088,271,7,0,1,0,6
55407965,,0,26698,8,1935,11664,312,7,4,0,0,3
75413130,,0,380174,13,3178,3892,259,20,1,0,0,19
3451238,IMI_EBD,0,29489,7,4732,6756,410,15,3,5,2,5
353561,,0,13577,4,4286,2752,277,4,0,0,0,4
7413451,IMI,1,22023,4,3109,4546,261,3,2,0,0,1
7921466,EBD,0,215184,2,3341,3911,186,18,10,0,1,7
488514,FFI,1,226892,2,4329,11835,816,64,1,0,0,63
13655949,,0,17443,24,2387,20480,813,198,0,0,1,197
27587921,EBD,0,18504,3,2413,2543,203,0,0,0,0,0
1017451,FFI,1,1765,3,3931,1313,127,6,0,0,0,6
4946406,IMI_EBD,0,4780,6,3306,1276,197,1,0,0,0,1
95995403,,0,53946,4,2452,1572,105,0,0,0,0,0
3868463,,0,3021,6,3397,3767,283,11,4,0,0,7
2345629,HIT,0,9007,3,3154,1709,55,20,6,0,0,14
130961487,,0,55319,11,2104,1494,285,12,0,0,0,12
66944590,,0,23920,4,1788,3118,154,13,0,0,0,13
5773100,EBD,0,7326,3,2958,1536,53,10,0,0,0,10
893522,FFI_IMI,1,4935,5,3956,1412,189,22,12,0,0,10
15787723,,0,6251,5,2546,1664,51,3,2,0,0,1
50824485,FFI,1,225163,5,4291,8761,45,285,120,0,0,165
14128006,,0,2104,3,4289,9680,143,142,3,0,0,139
6667084,FFI,1,17459,11,3182,6160,254,80,30,0,0,50
456237,IMI_EBD,0,27847,6,2712,1404,46,4,1,0,0,3
10854028,,0,15135,4,4221,5290,306,7,0,0,0,7
2468290,FFI,1,23702,3,3412,3147,117,2,1,0,0,1
27483832,FFI,1,40066,3,3049,1072,78,0,0,0,0,0
103071520,,0,91576,10,2051,10095,374,2,0,0,0,2
9733123,,0,2104,3,3838,2655,104,1,0,0,0,1
40167453,,0,1692,6,2192,1405,79,5,1,0,0,4
8121707,FFI_EBD,0,46352,4,4363,1325,33,0,0,0,0,0
76991633,HIT,0,3685,2,1678,1704,218,6,0,0,2,4
2341302,FFI_IMI,1,50450,13,3684,8063,239,46,10,0,0,36
2721761,,0,338,2,3546,2022,248,5,0,0,0,5
93322695,,0,534187,3,3295,2769,289,21,2,0,0,19
11969507,IMI_EBD,0,293636,5,5628,11379,340,196,4,5,1,186
11469439,FFI_IMI,1,403999,15,3744,18134,463,176,78,1,3,94
24233689,,0,175095,10,18829,20480,647,53,10,0,0,43
64670477,EBD,0,18873,4,2491,1022,46,4,1,0,0,3
58595223,IMI_EBD,0,14938,6,1435,1972,31,3,0,0,0,3
60350949,FFI,1,19305,4,919,1340,23,13,0,0,0,13
3758878,IMI_EBD,0,15367,6,3419,2834,339,35,0,23,0,12
60491949,IMI_EBD,0,9165,5,1877,2041,18,39,0,36,3,0
4473517,,0,149120,8,5844,13725,308,294,4,0,0,290
19997634,IMI,1,20306,6,2601,3617,177,49,0,0,1,48
1590408,EBD,0,2003,2,3719,1875,50,7,3,0,3,1
286066,IMI,1,21919,3,4359,11583,674,27,3,1,0,23
4118776,,0,55335,13,3563,5345,133,84,10,0,0,74
1320594,FFI_IMI,1,73817,6,5266,3043,104,70,46,3,0,21
56396132,,0,8778,5,4402,1026,67,6,0,0,0,6
36437041,,0,17103,6,4043,14056,201,258,1,0,0,257
11391151,IMI_EBD,0,43388,10,3000,2608,145,5,0,0,0,5
117740918,,0,14213,6,3714,2234,93,21,1,0,0,20
43492618,,0,2171,3,2125,1364,47,6,0,0,0,6
12204147,IMI_EBD,0,126316,8,2328,20000,402,98,26,13,1,58
760165,IMI,1,59949,13,4159,20000,808,57,9,4,1,43
44781140,FFI_IMI,1,588533,30,4721,20000,553,853,371,0,9,473
323788,IMI,1,3487,4,3567,1286,129,6,0,0,0,6
622127,FFI_IMI,1,426352,13,4085,8969,198,59,19,0,0,40
23439463,FFI_IMI,1,16672,6,4895,1306,33,7,2,0,1,4
139910229,FFI,1,63248,4,4320,10394,820,42,3,1,2,36
1376101,FFI_IMI,1,24533,20,3591,5157,280,93,34,0,0,59
5298790,FFI_IMI,1,159211,13,2307,20000,615,80,58,0,0,22
31764022,IMI,1,122889,2,2337,2083,144,2,0,0,0,2
36810120,FFI_IMI,1,1417,5,2210,1060,74,5,4,0,0,1
8198511,,0,75524,3,3051,1714,137,4,4,0,0,0
19114225,IMI,1,21655,4,4269,2826,77,20,4,1,0,15
7137821,IMI,1,3448,3,3148,2444,483,8,0,0,1,7
12416862,FFI_IMI,1,635454,32,2914,2829,93,95,8,0,0,87
87990209,,0,124770,6,5139,20480,4994,17,8,1,0,8
5311424,IMI_EBD,0,13610,5,3155,1350,94,1,1,0,0,0
86202845,,0,6917,6,1999,1261,204,13,0,0,0,13
2544305,FFI_IMI,1,17731,8,3571,2164,189,12,3,1,1,7
16907474,,0,333705,41,4078,7461,138,17,0,0,0,17
32051890,FFI_IMI,1,72244,9,2332,6199,311,43,7,0,0,36
96287699,IMI,1,41241,2,1476,1665,28,1,1,0,0,0
3386088,IMI,1,36534,13,6715,10539,419,89,40,0,1,48
7123799,IMI,1,8970,2,3152,3489,194,6,2,0,0,4
42008209,,0,44214,8,2286,1015,144,0,0,0,0,0
447184,IMI_EBD,0,4387,5,4182,3272,379,6,0,0,3,3
2302803,IMI_EBD,0,8978,6,3422,1299,76,3,0,0,0,3
6755841,IMI_EBD,0,58949,5,2326,1296,56,2,0,0,0,2
28468993,,0,725,11,2283,1241,108,10,0,0,0,10
15333471,FFI,1,64183,3,3024,2984,62,16,4,0,0,12
79821807,IMI,1,42454,4,1631,1301,99,0,0,0,0,0
6268419,IMI_EBD,0,2366,8,3173,1280,118,11,1,3,0,7
53949203,IMI_EBD,0,8170,4,1595,1166,83,2,0,0,0,2
86057409,,0,20693,8,3035,6283,350,5,3,0,0,2
8816575,IMI,1,4407,4,3088,1281,33,14,5,0,0,9
9076111,IMI,1,3944,2,2849,1495,183,10,1,0,0,9
10282042,,0,76208,19,6254,20441,269,23,6,0,0,17
39150065,,0,9243,3,2167,1275,110,2,0,0,0,2
26987049,FFI_IMI,1,72150,12,4352,15182,659,236,84,0,3,149
2014929,FFI_IMI,1,76323,5,4360,12813,624,26,12,0,0,14
102217920,,0,6298,4,2681,1309,200,2,0,0,1,1
2037608,IMI_EBD,0,13798,3,3749,3128,56,0,0,0,0,0
102555965,FFI,1,25820,5,889,2989,159,11,5,0,0,6
5934517,IMI,1,5542,3,3073,2154,222,8,3,0,0,5
55608993,,0,27294,9,2354,1130,48,0,0,0,0,0
30835106,,0,17739,3,2902,1337,47,0,0,0,0,0
66830040,IMI_EBD,0,7750,5,1898,2374,71,0,0,0,0,0
82074611,,0,187863,6,1446,3758,113,2,0,0,0,2
51344082,IMI_EBD,0,21843,6,2696,7152,187,58,2,0,0,56
4565995,IMI,1,11652,2,5160,4248,135,12,9,0,0,3
3786237,,0,337912,8,3032,20480,620,28,7,0,0,21
27358084,FFI_IMI,1,142804,7,2430,4234,121,115,69,3,0,43
3665576,IMI_EBD,0,16171,5,3394,3331,105,1,1,0,0,0
3544490,IMI,1,13468,2,3417,1964,285,1,0,0,0,1
1881749,EBD,0,13696,5,3514,1579,62,5,0,0,0,5
40667593,FFI_IMI,1,31290,16,2293,4918,132,53,9,0,1,43
504220,IMI_EBD,0,11117,3,3348,1281,94,4,2,0,0,2
3674459,,0,1594,5,3273,1432,104,5,0,0,0,5
2436255,IMI,1,41793,10,3982,8368,184,38,22,1,2,13
578839,,0,17822,82,10222,20480,656,66,6,1,1,58
184366,IMI_EBD,0,16651,5,3975,7550,142,8,2,0,0,6
20035587,FFI,1,10671,3,4113,2149,74,2,1,0,0,1
1985358,FFI_IMI,1,69087,6,6602,20000,260,49,11,0,1,37
75662387,,0,92109,8,3544,1140,103,5,0,0,0,5
64289545,FFI_IMI,1,416079,36,2759,20000,303,1552,384,2,6,1160
60117259,EBD,0,20560,5,1875,1477,173,10,7,0,0,3
114520717,,0,8129,3,1703,1159,36,4,0,0,0,4
100870208,FFI_IMI,1,36729,7,1044,1093,65,2,0,0,0,2
72875399,,0,1165,3,3899,1055,95,0,0,0,0,0
59844792,,0,377,3,3662,1056,189,0,0,0,0,0
220163,IMI_EBD,0,3013,5,4073,1424,49,20,0,5,4,11
50160261,,0,37478,3,3150,14421,974,123,9,0,0,114
20839462,IMI_EBD,0,20481,3,2318,2326,28,8,2,0,0,6
114685405,,0,19647,6,2994,19685,575,11,1,0,0,10
63091815,,0,55140,2,1733,2075,161,4,0,0,0,4
42798033,FFI_IMI,1,5148685,31,2100,20000,193,405,34,0,1,370
21611548,IMI_EBD,0,116127,4,4556,3638,95,19,1,0,0,18
69400326,,0,101876,7,2102,9058,200,26,3,0,0,23
4872945,,0,4562,4,4098,1358,175,4,0,0,0,4
19051806,FFI_IMI,1,37785,7,2639,20000,231,47,4,1,5,37
2360755,IMI,1,11795,5,3610,9751,370,21,0,0,0,21
22942790,EBD,0,3087,5,2547,1795,101,14,12,0,0,2
2624521,IMI,1,514683,5,4227,4626,96,27,12,0,0,15
12849977,,0,20461,4,4484,1156,119,8,0,0,0,8
54800346,FFI_IMI_EBD,1,36916,6,1951,1854,98,19,0,0,0,19
21290287,IMI,1,14392,8,2420,1660,165,67,0,9,0,58
7050,IMI,1,44015,2,4805,3042,199,18,5,0,0,13
4117355,IMI_EBD,0,3029,4,3329,1179,132,10,2,1,0,7
6235174,,0,74161,8,3203,18759,750,10,0,1,0,9
19799491,,0,77061,8,2652,9953,349,36,8,0,0,28
16394957,,0,122646,8,2727,4814,196,0,0,0,0,0
12847818,,0,157166,11,4372,5760,64,58,3,0,1,54
34039690,FFI_IMI,1,195553,9,6546,18673,458,92,40,0,3,49
46511887,EBD,0,61055,3,2078,1950,57,1,0,0,0,1
11986447,,0,39558,11,3850,5571,291,35,2,0,0,33
74386167,IMI,1,50708,2,2031,8778,293,65,7,0,0,58
52315611,IMI_EBD,0,192378,3,1976,1810,61,0,0,0,0,0
26127968,FFI_IMI,1,86259,5,2435,1449,73,23,15,0,0,8
11939484,FFI_IMI,1,49576,4,2909,8412,262,50,24,0,1,25
25272170,,0,14682,6,2469,2500,138,2,0,0,0,2
46873579,IMI,1,4065,3,2072,1112,84,18,1,0,0,17
15290592,IMI_EBD,0,4353,5,2758,1485,90,1,1,0,0,0
7590028,,0,64158,7,4944,20480,254,14,3,0,0,11
7365136,FFI_IMI,1,6034,4,5842,2205,174,41,21,0,0,20
2687166,IMI,1,2480,3,4538,1640,227,12,0,10,0,2
10932532,IMI,1,2874,3,2956,1660,74,15,6,0,4,5
70780002,,0,201578,13,4053,12636,406,41,4,0,0,37
55723051,,0,13012,3,2157,1499,97,4,2,0,0,2
9056142,FFI,1,80585,3,2046,2494,28,5,3,0,0,2
86897963,,0,128920,7,1643,4885,452,5,0,0,0,5
8180677,IMI,1,3100,5,4749,1643,72,62,47,0,0,15
88664721,FFI_IMI,1,17236,11,2559,1998,465,15,2,0,0,13
839336,,0,2674,3,3994,3618,387,4,0,0,0,4
24898177,IMI,1,57050,4,2486,2115,163,13,10,0,0,3
203666,IMI,1,21592,2,4449,12329,987,171,0,1,3,167
9120526,IMI,1,3618,2,3037,1922,159,15,14,0,0,1
886774,FFI_IMI,1,166625,13,3944,15563,251,82,10,6,9,57
80134675,,0,33966,8,1637,4186,238,21,2,0,0,19
9037631,IMI_EBD,0,22433,4,3129,1383,77,11,2,0,0,9
4729944,,0,38690,6,3706,7061,247,7,0,0,0,7
692528,IMI_EBD,0,49696,4,4065,5267,354,24,0,9,1,14
76504246,IMI_EBD,0,21494,3,2372,3362,381,35,5,0,0,30
32841259,HIT,0,1079,3,1563,1011,60,20,0,0,0,20
31315021,IMI_EBD,0,32455,7,2418,8270,150,126,2,3,3,118
677602,IMI,1,14828,3,4054,1715,136,0,0,0,0,0
4665416,IMI_EBD,0,80440,7,2554,20000,272,86,16,27,9,34
10910,HIT,0,2598,2,5583,1531,125,19,0,11,0,8
79083614,FFI,1,6109,2,1654,4163,146,22,5,0,0,17
9769041,,0,866823,8,2988,1412,93,2,0,0,0,2
1049088,FFI_IMI,1,68258,17,4418,9537,218,128,20,0,0,108
7190749,IMI_EBD,0,20596,4,2698,5293,41,17,3,5,2,7
125275487,FFI,1,65070,4,1233,2188,242,1,0,0,0,1
45319761,IMI_EBD,0,179390,4,2089,2329,116,16,2,0,0,14
92946971,,0,1896,2,2924,3240,398,9,2,0,0,7
12169108,,0,189342,8,4279,10330,785,30,0,0,2,28
43192623,IMI_EBD,0,8614,8,2128,3609,354,17,1,0,0,16
3180884,,0,10378,5,3532,1620,218,0,0,0,0,0
816197,EBD,0,24228,6,4014,2793,325,30,2,0,0,28
10425992,,0,3089,4,2973,3175,129,16,0,0,0,16
38744670,FFI,1,6057,4,2319,1933,135,20,3,0,0,17
8663885,IMI_EBD,0,218939,5,3048,1151,109,4,0,0,0,4
6768710,IMI_EBD,0,74494,6,5511,16966,12,27,3,3,1,20
67793333,FFI,1,115475,7,1860,4220,251,29,14,0,0,15
88897663,IMI_EBD,0,34325,4,1868,6869,364,8,0,0,0,8
4890177,IMI,1,329841,6,3311,7557,117,25,0,0,0,25
22392639,EBD,0,72830,2,2521,1459,45,3,1,0,0,2
30039066,HIT,0,2311,3,2101,1239,98,10,2,0,2,6
8635901,IMI_EBD,0,3881,4,2735,1336,127,13,0,0,0,13
95533278,,0,2048,3,4966,4007,310,13,0,0,0,13
