language,count,count_distribution,bytes,bytes_distribution,percentage_sum,percentage_avg,percentage_std,percentage_median,percentage_max,percentage_min
open policy agent,7,0.0005763214226905978,243047,4.178855941643669e-06,0.17394943733855098,0.0248,0.0544,0.0015,0.14749089039455157,5.964677714724209e-05
xtend,3,0.0002469948954388276,136089,2.339861533951644e-06,0.16593376953811476,0.0553,0.0885,0.0057,0.15752382525004718,0.002701379065814198
futhark,1,8.233163181294254e-05,707917,1.2171650592850605e-05,0.16587472506204043,0.16587472506204043,0.16587472506204043,0.16587472506204043,0.16587472506204043,0.16587472506204043
marko,4,0.00032932652725177014,182017,3.1295297696748186e-06,0.15576338583650298,0.0389,0.0646,0.0103,0.1348696735715752,0.0003165514108761428
cap'n proto,16,0.0013173061090070806,643048,1.1056318142425448e-05,0.1529967455934748,0.0096,0.0223,0.0025,0.08996351311865576,2.290615895257751e-06
rebol,11,0.0009056479499423678,1035277,1.780015158671793e-05,0.15055104361966787,0.0137,0.0432,0.0001,0.14382831582194117,7.356711833649063e-07
sage,11,0.0009056479499423678,275565,4.737957833501494e-06,0.14383562377248565,0.0131,0.0264,0.003,0.08729973360940321,0.0002672465106109012
saltstack,9,0.0007409846863164828,438904,7.546345308566544e-06,0.1408059038496913,0.0156,0.0295,0.0014,0.09177942731348071,6.445642898763795e-05
yasnippet,5,0.00041165815906471265,231643,3.982779984489273e-06,0.13619017337677583,0.0272,0.0312,0.0177,0.07322110567949103,0.00023089573769019558
nearley,7,0.0005763214226905978,73562,1.264796524043463e-06,0.1341277095751959,0.0192,0.0293,0.0011,0.07738389104964659,0.0001020266196725873
vba,24,0.0019759591635106206,655827,1.1276035316791988e-05,0.1313626425313035,0.0055,0.01,0.0016,0.04643516116958757,2.4171299150110884e-06
fluent,7,0.0005763214226905978,733812,1.2616879189002226e-05,0.13053591631813544,0.0186,0.0438,0.0001,0.1177077667411193,3.9105428901109684e-08
apex,8,0.0006586530545035403,1065420,1.8318418648845686e-05,0.12603473748151087,0.0158,0.0387,0.0023,0.11131421932314378,2.404980158913689e-05
gdb,69,0.005680882595093035,218727,3.7607072852077775e-06,0.12311661075363105,0.0018,0.0072,0.0,0.0526277358938318,3.4576951004460425e-07
aidl,24,0.0019759591635106206,344935,5.930678733869823e-06,0.12009812412522572,0.005,0.0109,0.0012,0.052359348705667726,3.696504590651688e-06
perl 6,6,0.0004939897908776552,92320,1.5873143076546656e-06,0.1161237482971632,0.0194,0.0471,0.0001,0.11553299972231905,5.441789126313e-06
dogescript,2,0.00016466326362588507,12124,2.084553581673003e-07,0.11299964632051035,0.0565,0.077,0.0565,0.11097174057404265,0.0020279057464676967
angelscript,3,0.0002469948954388276,1496208,2.5725220598216765e-05,0.10870000241339126,0.0362,0.0606,0.0025,0.10613873712789043,3.235526468455897e-05
peg.js,9,0.0007409846863164828,167789,2.884899050769808e-06,0.10537263520436141,0.0117,0.0275,0.0012,0.0845135969930696,0.00017037003692547598
rescript,5,0.00041165815906471265,6021585,0.0001035327992337383,0.10487874891871503,0.021,0.0437,0.0023,0.09911275768274264,5.988383415471641e-05
volt,6,0.0004939897908776552,639195,1.099007115339389e-05,0.09662236107026052,0.0161,0.0274,0.0005,0.06723292619185424,5.7599275296390815e-05
brainfuck,12,0.0009879795817553103,175649,3.020040845160684e-06,0.08899053909881537,0.0074,0.0103,0.002,0.031505890957658246,8.80502677021639e-07
xs,29,0.0023876173225753335,2991975,5.144285881331313e-05,0.0869554241781197,0.003,0.0076,0.0002,0.03290656662018595,1.3952337475129944e-06
apacheconf,2,0.00016466326362588507,26841,4.614937535935754e-07,0.08097238493281772,0.0405,0.0561,0.0405,0.08012798311150693,0.0008444018213107938
jasmin,6,0.0004939897908776552,48811,8.392374206123471e-07,0.07971472582267244,0.0133,0.0297,0.0001,0.07365843541341428,8.78355262204417e-06
raml,7,0.0005763214226905978,139554,2.3994374013262478e-06,0.07915808795845922,0.0113,0.0178,0.0021,0.049541336947910006,6.31527596070692e-05
supercollider,10,0.0008233163181294253,2515884,4.325713463604258e-05,0.0782324518185068,0.0078,0.0152,0.0019,0.048419065295147154,2.560984433163519e-06
v,8,0.0006586530545035403,19632525,0.00033755402759843927,0.07608048748825884,0.0095,0.0176,0.0004,0.04987747972881853,4.453778116030786e-06
zenscript,1,8.233163181294254e-05,1840418,3.16434339630111e-05,0.07333777244871408,0.07333777244871408,0.07333777244871408,0.07333777244871408,0.07333777244871408,0.07333777244871408
api blueprint,6,0.0004939897908776552,125045,2.149975277303701e-06,0.07242702134561932,0.0121,0.017,0.0052,0.045442824043405064,0.0006358085515756875
aspectj,8,0.0006586530545035403,199387,3.428182819111144e-06,0.06759175857269263,0.0084,0.0178,0.0024,0.05219867546765287,0.0006231775576019435
slash,5,0.00041165815906471265,960580,1.6515840312466624e-05,0.06447813425640463,0.0129,0.0284,0.0003,0.06374984144975458,9.132844016576178e-06
apl,5,0.00041165815906471265,27172,4.6718483933700795e-07,0.06197436185601023,0.0124,0.0267,0.0005,0.06015869956611464,2.326861009748179e-05
forth,22,0.0018112958998847356,1190560,2.047002731933859e-05,0.05755983674572277,0.0026,0.0064,0.0002,0.02548905187334856,1.9054134998612169e-06
faust,3,0.0002469948954388276,1214220,2.087682819151265e-05,0.056639880785344404,0.0189,0.0327,0.0,0.05663127154767941,3.0585005693350624e-06
cycript,1,8.233163181294254e-05,9417,1.6191224908128234e-07,0.05644194576970104,0.05644194576970104,0.05644194576970104,0.05644194576970104,0.05644194576970104,0.05644194576970104
slice,2,0.00016466326362588507,1735675,2.984252340704627e-05,0.05641251880409187,0.0282,0.0272,0.0282,0.047436708743814435,0.008975810060277435
openqasm,5,0.00041165815906471265,475406,8.173946552695775e-06,0.05446901314985389,0.0109,0.0156,0.0023,0.037229429097582034,0.0005152913765778174
latte,1,8.233163181294254e-05,47632,8.189661514537157e-07,0.05437436715254891,0.05437436715254891,0.05437436715254891,0.05437436715254891,0.05437436715254891,0.05437436715254891
emberscript,6,0.0004939897908776552,144709,2.488070473856142e-06,0.05373379803436425,0.009,0.0189,0.0008,0.047310309084534596,2.0033071306503224e-06
ampl,14,0.0011526428453811955,142012,2.441699300895303e-06,0.05135542831156918,0.0037,0.012,0.0001,0.0453552135477066,2.0288560990614014e-08
xbase,7,0.0005763214226905978,31745,5.458112293814705e-07,0.0506515535141131,0.0072,0.0181,0.0001,0.04831705865496947,5.656979035070701e-07
gcc machine description,2,0.00016466326362588507,10771335,0.00018519816029074378,0.04969201408788511,0.0248,0.0175,0.0248,0.037192495067842335,0.012499519020042775
newlisp,19,0.0015643010044459082,244451,4.202995773618833e-06,0.04818548844832262,0.0025,0.0069,0.0007,0.030420495523888823,2.084745523221324e-06
kaitai struct,5,0.00041165815906471265,68255,1.173550022410845e-06,0.04706360120114056,0.0094,0.0155,0.0023,0.036860357812639535,0.0004439369068727555
dtrace,39,0.003210933640704759,3661250,6.295011383124614e-05,0.046283722177670336,0.0012,0.0021,0.0002,0.008310928700489901,7.538663048263043e-07
bicep,4,0.00032932652725177014,331462,5.699029192415845e-06,0.04583592719647333,0.0115,0.0228,0.0001,0.04563579051132907,9.473014752058016e-07
pawn,30,0.002469948954388276,842122,1.4479119360818482e-05,0.04371609552838065,0.0015,0.0047,0.0001,0.024996794499972524,1.953331857625564e-06
ags script,6,0.0004939897908776552,588305,1.011508821235678e-05,0.04173198200447672,0.007,0.012,0.0024,0.031114912638862534,3.61492928951865e-05
game maker language,7,0.0005763214226905978,104591,1.7982971268621006e-06,0.03932328018931534,0.0056,0.0131,0.0007,0.03514392374380784,6.1583155118525e-06
protocol buffer,4,0.00032932652725177014,89461,1.5381577694659233e-06,0.038554880591638405,0.0096,0.0136,0.0043,0.029744633325544213,0.00023958646243902934
beef,2,0.00016466326362588507,153138,2.632995433769716e-06,0.036374015758689496,0.0182,0.0176,0.0182,0.030642977779541655,0.005731037979147839
turing,7,0.0005763214226905978,30431,5.232188225329195e-07,0.036320613507011525,0.0052,0.0116,0.0004,0.0314552902078986,8.006244302506054e-06
asymptote,3,0.0002469948954388276,30145,5.183014493527935e-07,0.03544303503631693,0.0118,0.0094,0.0112,0.02154990089671055,0.002715388271430577
smt,4,0.00032932652725177014,3048317,5.2411581329797956e-05,0.034981436659643414,0.0087,0.0171,0.0003,0.03433573917536985,4.835087921415461e-05
mirc script,6,0.0004939897908776552,130377,2.241651619249267e-06,0.03483928105923574,0.0058,0.0138,0.0002,0.03400247090608011,1.8079248461690405e-05
inform 7,2,0.00016466326362588507,7975,1.3711905983043716e-07,0.030860146178157095,0.0154,0.0197,0.0154,0.029341792228390166,0.0015183539497669294
webidl,1,8.233163181294254e-05,105561,1.814974931004486e-06,0.030170759277863602,0.030170759277863602,0.030170759277863602,0.030170759277863602,0.030170759277863602,0.030170759277863602
stata,9,0.0007409846863164828,199597,3.4317934777399077e-06,0.03006894001764371,0.0033,0.0045,0.0027,0.014506108035726429,2.8403985386859617e-07
groff,3,0.0002469948954388276,28098,4.831061245286047e-07,0.030045789119548923,0.01,0.0119,0.0052,0.023613302187539497,0.0012257633162469357
maxscript,8,0.0006586530545035403,2934778,5.045943575812548e-05,0.02954531020280398,0.0037,0.0034,0.0034,0.007637464267047359,4.28639863566265e-05
parrot,1,8.233163181294254e-05,454926,7.821821368328709e-06,0.028154814532326922,0.028154814532326922,0.028154814532326922,0.028154814532326922,0.028154814532326922,0.028154814532326922
puppet,12,0.0009879795817553103,145871,2.5080494516019684e-06,0.02573957642513829,0.0021,0.0025,0.0007,0.0067691314049532275,0.00016909079835134342
wdl,1,8.233163181294254e-05,600882,1.03313322769947e-05,0.025590076766141896,0.025590076766141896,0.025590076766141896,0.025590076766141896,0.025590076766141896,0.025590076766141896
asp,7,0.0005763214226905978,79701,1.3703481112909933e-06,0.02536605020560101,0.0036,0.0087,0.0002,0.02338695934270259,4.1679991089105355e-05
purebasic,9,0.0007409846863164828,22247,3.825062976862364e-07,0.025124440649776578,0.0028,0.0077,0.0002,0.023389750822755052,1.5558829136135898e-05
m,14,0.0011526428453811955,126101,2.1681317321226275e-06,0.02345784932908828,0.0017,0.0045,0.0003,0.017073057808802375,3.243001526959975e-05
lilypond,4,0.00032932652725177014,5788,9.951662925373921e-08,0.02305133600565442,0.0058,0.011,0.0004,0.02226287830361276,5.232372396683515e-05
logtalk,3,0.0002469948954388276,77190,1.3271749502584884e-06,0.0228137712261227,0.0076,0.0062,0.0106,0.011796808660719985,0.00046289152908501776
qt script,13,0.001070311213568253,110360,1.8974870774779992e-06,0.0227279410565417,0.0017,0.0014,0.002,0.004249683150832217,7.65273915496522e-05
coldfusion,10,0.0008233163181294253,222612,3.827504469839909e-06,0.022404158823985325,0.0022,0.0028,0.0013,0.008747347573132972,1.1572652624943003e-05
rpc,10,0.0008233163181294253,889676,1.52967444104958e-05,0.021825739832233227,0.0022,0.0036,0.0004,0.011692748466878986,1.9385484069862114e-05
powerbuilder,1,8.233163181294254e-05,25949,4.461570512275879e-07,0.02150258745344034,0.02150258745344034,0.02150258745344034,0.02150258745344034,0.02150258745344034,0.02150258745344034
limbo,9,0.0007409846863164828,121505,2.089109888990253e-06,0.021449363070687445,0.0024,0.0032,0.0006,0.007935283355743162,6.010055251725798e-06
bitbake,5,0.00041165815906471265,11940,2.0529173346400247e-07,0.01931021767116905,0.0039,0.0053,0.0025,0.012941204509163707,7.105507333444412e-05
jq,13,0.001070311213568253,36346,6.24919040576435e-07,0.01810815703576697,0.0014,0.003,0.0002,0.008944621930095514,4.772358863977006e-06
xquery,6,0.0004939897908776552,18779,3.228788494740789e-07,0.017456383011866288,0.0029,0.0058,0.0006,0.014770516132578465,6.461110249270281e-06
max,9,0.0007409846863164828,353173,6.072319713792474e-06,0.017031326445527385,0.0019,0.0047,0.0001,0.014340645974042126,1.3034161630526416e-06
xml,1,8.233163181294254e-05,524594,9.01966596522738e-06,0.016956500841547897,0.016956500841547897,0.016956500841547897,0.016956500841547897,0.016956500841547897,0.016956500841547897
nextflow,2,0.00016466326362588507,100708,1.731534329455005e-06,0.01582520722282014,0.0079,0.0112,0.0079,0.015811738999749206,1.3468223070935935e-05
clean,9,0.0007409846863164828,99928,1.718123311691025e-06,0.015677804959402193,0.0017,0.0021,0.0011,0.006751449248854944,2.5433036590731827e-05
cweb,1,8.233163181294254e-05,169996,2.9228453535968646e-06,0.014570477084642921,0.014570477084642921,0.014570477084642921,0.014570477084642921,0.014570477084642921,0.014570477084642921
mlir,1,8.233163181294254e-05,66105,1.13658375549731e-06,0.012467428712824977,0.012467428712824977,0.012467428712824977,0.012467428712824977,0.012467428712824977,0.012467428712824977
e,10,0.0008233163181294253,26037,4.4767008912916516e-07,0.01192833876022896,0.0012,0.0025,0.0002,0.008084533011843132,1.654557785513387e-07
1c enterprise,7,0.0005763214226905978,373368,6.419544718591932e-06,0.011750489263525872,0.0017,0.0038,0.0001,0.010253230959988554,2.1168373868348072e-05
module management system,24,0.0019759591635106206,438652,7.5420125182120274e-06,0.011716946940930556,0.0005,0.0009,0.0,0.0029044376501017794,1.502226596409335e-06
squirrel,3,0.0002469948954388276,141514,2.4331368818613773e-06,0.011700491974401896,0.0039,0.0061,0.0005,0.010945791427881827,0.0002918090174350524
abap,2,0.00016466326362588507,8638,1.485184249298202e-07,0.010457738354467646,0.0052,0.0052,0.0052,0.00891476659085092,0.0015429717636167258
riot,3,0.0002469948954388276,21208,3.6464213428011425e-07,0.009594829641724723,0.0032,0.0046,0.0008,0.008529410540078029,0.00025199761091359267
hyphy,1,8.233163181294254e-05,432,7.427640607742803e-09,0.009522340026891793,0.009522340026891793,0.009522340026891793,0.009522340026891793,0.009522340026891793,0.009522340026891793
rexx,4,0.00032932652725177014,11374,1.9556014877885796e-07,0.009160499624389298,0.0023,0.0037,0.0007,0.007798250177912532,5.706483406141928e-05
sieve,4,0.00032932652725177014,2444,4.2021188993804186e-08,0.009081691244709112,0.0023,0.002,0.0022,0.004617143265400896,0.00010801409875918804
piglatin,8,0.0006586530545035403,14406,2.4769118193320093e-07,0.00886330364303688,0.0011,0.0018,0.0004,0.00524814703580534,2.0949786336700744e-06
sqlpl,8,0.0006586530545035403,276049,4.746279541960169e-06,0.00881769333633569,0.0011,0.001,0.0009,0.0033506886628088843,3.70713458302442e-05
boogie,1,8.233163181294254e-05,66017,1.1350707175957328e-06,0.008600979659882371,0.008600979659882371,0.008600979659882371,0.008600979659882371,0.008600979659882371,0.008600979659882371
smpl,25,0.0020582907953235635,384777,6.615706643808918e-06,0.008569355541158974,0.0003,0.0005,0.0001,0.0018149913521827953,9.719534474203987e-07
codeql,7,0.0005763214226905978,16049,2.759402873001487e-07,0.008151556429666619,0.0012,0.0025,0.0001,0.006677254756192343,2.1303157055274763e-05
sas,16,0.0013173061090070806,52277,8.988304815994687e-07,0.008141532663115389,0.0005,0.0009,0.0001,0.0030784804003588257,4.230109304348211e-06
eiffel,3,0.0002469948954388276,26302,4.522263964464148e-07,0.008118510906702216,0.0027,0.002,0.0026,0.004758128469468675,0.0007177471673557072
uno,1,8.233163181294254e-05,673806,1.1585159276251729e-05,0.0070959643331237245,0.0070959643331237245,0.0070959643331237245,0.0070959643331237245,0.0070959643331237245,0.0070959643331237245
q,4,0.00032932652725177014,18811,3.2342904507465246e-07,0.00660681437140836,0.0017,0.0018,0.001,0.0042541935768289725,0.00030318196640652595
lolcode,4,0.00032932652725177014,8359,1.4372140703731965e-07,0.0062941006844718286,0.0016,0.001,0.0017,0.002688624476708885,0.0002481685750501998
xonsh,3,0.0002469948954388276,9748,1.6760333482471492e-07,0.006246111482322966,0.0021,0.0006,0.0022,0.002593098199212778,0.0014422638430768829
omgrofl,1,8.233163181294254e-05,239,4.109273391783634e-09,0.005268146450062821,0.005268146450062821,0.005268146450062821,0.005268146450062821,0.005268146450062821,0.005268146450062821
autoit,6,0.0004939897908776552,68335,1.1749255114122788e-06,0.005076095090219719,0.0008,0.001,0.0005,0.0025137608530695008,5.9684122924259476e-05
labview,1,8.233163181294254e-05,1549,2.6632905790262967e-08,0.004685618870732578,0.004685618870732578,0.004685618870732578,0.004685618870732578,0.004685618870732578,0.004685618870732578
stringtemplate,6,0.0004939897908776552,36739,6.316761302959788e-07,0.004504063369244225,0.0008,0.0011,0.0001,0.0027666940566722737,5.920058806868495e-06
augeas,2,0.00016466326362588507,8900,1.5302315140951608e-07,0.004203594898358736,0.0021,0.0003,0.0021,0.002306024949670577,0.0018975699486881595
csound,2,0.00016466326362588507,48643,8.363488937093359e-07,0.004167270131658263,0.0021,0.0025,0.0021,0.003835386955275861,0.0003318831763824019
basic,8,0.0006586530545035403,5766,9.91383697783449e-08,0.0038024199693159812,0.0005,0.0008,0.0001,0.0018015732047703629,1.7990289741112234e-06
freebasic,4,0.00032932652725177014,86880,1.4937810555571636e-06,0.003581726248036594,0.0009,0.001,0.0008,0.0020175954843682014,2.6955747873001855e-05
flux,2,0.00016466326362588507,10631,1.8278529467804105e-07,0.003264625774820019,0.0016,0.0015,0.0016,0.0027259591703753397,0.0005386666044446795
oz,1,8.233163181294254e-05,138,2.3727185274733953e-09,0.003041858619701545,0.003041858619701545,0.003041858619701545,0.003041858619701545,0.003041858619701545,0.003041858619701545
modula-2,1,8.233163181294254e-05,137,2.3555249149554723e-09,0.003019816165935592,0.003019816165935592,0.003019816165935592,0.003019816165935592,0.003019816165935592,0.003019816165935592
ec,10,0.0008233163181294253,50892,8.750173282621451e-07,0.0028691962055872686,0.0003,0.0006,0.0,0.00204994820023365,4.368629669570401e-06
csound document,2,0.00016466326362588507,33228,5.713093567455506e-07,0.0028542195722369413,0.0014,0.0016,0.0014,0.002550043286166186,0.00030417628607075543
jsoniq,3,0.0002469948954388276,1084,1.86378759694287e-08,0.0028280282802152727,0.0009,0.0015,0.0001,0.002723356495617872,2.069302963790055e-05
clips,5,0.00041165815906471265,21547,3.704707689236902e-07,0.0027756186431628273,0.0006,0.0007,0.0005,0.001753110603353673,1.3750622673077127e-05
nwscript,1,8.233163181294254e-05,124,2.132007952222471e-09,0.0027332642669782,0.0027332642669782,0.0027332642669782,0.0027332642669782,0.0027332642669782,0.0027332642669782
blitzbasic,4,0.00032932652725177014,3773,6.487150003012406e-08,0.002690921070530008,0.0007,0.0007,0.0005,0.001653184032446492,2.5811101454008837e-05
unrealscript,3,0.0002469948954388276,19116,3.28673096892619e-07,0.002523990557235247,0.0008,0.0014,0.0001,0.002446712368020808,1.9967945771509618e-05
lean,1,8.233163181294254e-05,4539,7.80418072188532e-08,0.0024347814892237184,0.0024347814892237184,0.0024347814892237184,0.0024347814892237184,0.0024347814892237184,0.0024347814892237184
nemerle,2,0.00016466326362588507,2528,4.3465452445309736e-08,0.002329940168789927,0.0012,0.0016,0.0012,0.0022703727378931824,5.956743089674456e-05
cool,2,0.00016466326362588507,17513,3.0111173602638817e-07,0.002286345568856225,0.0011,0.001,0.0011,0.001851566116340071,0.0004347794525161542
fantom,1,8.233163181294254e-05,94,1.6161995766847764e-09,0.0020719906539996033,0.0020719906539996033,0.0020719906539996033,0.0020719906539996033,0.0020719906539996033,0.0020719906539996033
idl,2,0.00016466326362588507,2487,4.2760514332074885e-08,0.0019842617191268884,0.001,0.0009,0.001,0.0016087721746332548,0.00037548954449363357
modula-3,3,0.0002469948954388276,1851,3.1825376770675756e-08,0.0018619570794866994,0.0006,0.001,0.0001,0.001763396301276258,2.1874164729748913e-05
gaml,1,8.233163181294254e-05,77,1.3239081638800829e-09,0.0016972689399783983,0.0016972689399783983,0.0016972689399783983,0.0016972689399783983,0.0016972689399783983,0.0016972689399783983
lsl,1,8.233163181294254e-05,74,1.2723273263263135e-09,0.0016311415786805386,0.0016311415786805386,0.0016311415786805386,0.0016311415786805386,0.0016311415786805386,0.0016311415786805386
fancy,3,0.0002469948954388276,10512,1.807392547884082e-07,0.0016016093370808291,0.0005,0.0002,0.0005,0.0007040143377359462,0.00039061856272795876
golo,1,8.233163181294254e-05,72,1.237940101290467e-09,0.0015870566711486322,0.0015870566711486322,0.0015870566711486322,0.0015870566711486322,0.0015870566711486322,0.0015870566711486322
lasso,1,8.233163181294254e-05,72,1.237940101290467e-09,0.0015870566711486322,0.0015870566711486322,0.0015870566711486322,0.0015870566711486322,0.0015870566711486322,0.0015870566711486322
holyc,1,8.233163181294254e-05,65,1.117584813665005e-09,0.0014327594947869597,0.0014327594947869597,0.0014327594947869597,0.0014327594947869597,0.0014327594947869597,0.0014327594947869597
urweb,2,0.00016466326362588507,5887,1.012187968930136e-07,0.001381841337924421,0.0007,0.0002,0.0007,0.0008025569359446743,0.0005792844019797469
genie,2,0.00016466326362588507,535,9.198582697088888e-09,0.0013808479025350445,0.0007,0.0008,0.0007,0.0012784623184252872,0.00010238558410975735
pike,2,0.00016466326362588507,1395,2.39850894625028e-08,0.0012939556435786457,0.0006,0.0009,0.0006,0.0012564198646593339,3.753577891931182e-05
gosu,2,0.00016466326362588507,159,2.7337843903497815e-09,0.0012603696899342262,0.0006,0.0008,0.0006,0.0012123349571274275,4.8034732806798764e-05
ring,2,0.00016466326362588507,1435,2.4672833963219727e-08,0.0011568622885692707,0.0006,0.0003,0.0006,0.0007600981207821126,0.00039676416778715805
j,2,0.00016466326362588507,865,1.4872474828003528e-08,0.001127090830612607,0.0006,0.0007,0.0006,0.0010359953269998016,9.109550361280536e-05
redcode,1,8.233163181294254e-05,10861,1.867398255571634e-07,0.00110338328544488,0.00110338328544488,0.00110338328544488,0.00110338328544488,0.00110338328544488,0.00110338328544488
ceylon,1,8.233163181294254e-05,50,8.596806258961577e-10,0.0011021226882976614,0.0011021226882976614,0.0011021226882976614,0.0011021226882976614,0.0011021226882976614,0.0011021226882976614
moocode,1,8.233163181294254e-05,48,8.252934008603114e-10,0.0010580377807657547,0.0010580377807657547,0.0010580377807657547,0.0010580377807657547,0.0010580377807657547,0.0010580377807657547
component pascal,2,0.00016466326362588507,36126,6.211364458224919e-07,0.0010052853630437536,0.0005,0.0004,0.0005,0.0007648865438665626,0.00024039881917719104
ats,1,8.233163181294254e-05,44,7.565189507886188e-10,0.0009698679657019419,0.0009698679657019419,0.0009698679657019419,0.0009698679657019419,0.0009698679657019419,0.0009698679657019419
ooc,1,8.233163181294254e-05,44,7.565189507886188e-10,0.0009698679657019419,0.0009698679657019419,0.0009698679657019419,0.0009698679657019419,0.0009698679657019419,0.0009698679657019419
xproc,2,0.00016466326362588507,158,2.7165907778318585e-09,0.0008694186411224997,0.0004,0.0005,0.0004,0.0008155707893402693,5.384785178223039e-05
p4,1,8.233163181294254e-05,9242,1.5890336689064578e-07,0.0008387089689860088,0.0008387089689860088,0.0008387089689860088,0.0008387089689860088,0.0008387089689860088,0.0008387089689860088
zimpl,2,0.00016466326362588507,2150,3.696626691353478e-08,0.000691665335437804,0.0003,0.0004,0.0003,0.0006592944593785433,3.237087605926071e-05
xc,2,0.00016466326362588507,43932,7.553497851374e-07,0.0006862726139845756,0.0003,0.0004,0.0003,0.0006168333988641923,6.943921512038324e-05
shellsession,1,8.233163181294254e-05,3837,6.597189123127114e-08,0.0006489936961180468,0.0006489936961180468,0.0006489936961180468,0.0006489936961180468,0.0006489936961180468,0.0006489936961180468
objectscript,1,8.233163181294254e-05,14758,2.537433335395099e-07,0.0006329491234653943,0.0006329491234653943,0.0006329491234653943,0.0006329491234653943,0.0006329491234653943,0.0006329491234653943
hiveql,4,0.00032932652725177014,5533,9.513225806166881e-08,0.0006109679467329521,0.0002,0.0001,0.0001,0.00030859435272334514,5.065367915104434e-05
clarion,2,0.00016466326362588507,9064,1.5584290386245548e-07,0.000602298318285844,0.0003,0.0003,0.0003,0.0005167108281063467,8.558749017949726e-05
mcfunction,1,8.233163181294254e-05,25,4.2984031294807886e-10,0.0005510613441488307,0.0005510613441488307,0.0005510613441488307,0.0005510613441488307,0.0005510613441488307,0.0005510613441488307
self,1,8.233163181294254e-05,23,3.9545308791223256e-10,0.0005069764366169242,0.0005069764366169242,0.0005069764366169242,0.0005069764366169242,0.0005069764366169242,0.0005069764366169242
ioke,1,8.233163181294254e-05,22,3.782594753943094e-10,0.00048493398285097097,0.00048493398285097097,0.00048493398285097097,0.00048493398285097097,0.00048493398285097097,0.00048493398285097097
singularity,1,8.233163181294254e-05,1419,2.4397736162932955e-08,0.00046777942568290357,0.00046777942568290357,0.00046777942568290357,0.00046777942568290357,0.00046777942568290357,0.00046777942568290357
nit,1,8.233163181294254e-05,21,3.6106586287638626e-10,0.00046289152908501776,0.00046289152908501776,0.00046289152908501776,0.00046289152908501776,0.00046289152908501776,0.00046289152908501776
tea,1,8.233163181294254e-05,21,3.6106586287638626e-10,0.00046289152908501776,0.00046289152908501776,0.00046289152908501776,0.00046289152908501776,0.00046289152908501776,0.00046289152908501776
boo,1,8.233163181294254e-05,20,3.438722503584631e-10,0.0004408490753190645,0.0004408490753190645,0.0004408490753190645,0.0004408490753190645,0.0004408490753190645,0.0004408490753190645
opa,1,8.233163181294254e-05,20,3.438722503584631e-10,0.0004408490753190645,0.0004408490753190645,0.0004408490753190645,0.0004408490753190645,0.0004408490753190645,0.0004408490753190645
shen,1,8.233163181294254e-05,19,3.2667863784053995e-10,0.0004188066215531113,0.0004188066215531113,0.0004188066215531113,0.0004188066215531113,0.0004188066215531113,0.0004188066215531113
x10,1,8.233163181294254e-05,2354,4.0473763867191103e-08,0.0003981577171388799,0.0003981577171388799,0.0003981577171388799,0.0003981577171388799,0.0003981577171388799,0.0003981577171388799
igor pro,4,0.00032932652725177014,11581,1.9911922657006805e-07,0.000394597849820253,0.0001,0.0002,0.0,0.00033901341731425204,2.4752044408549096e-06
al,1,8.233163181294254e-05,32735,5.628329057742144e-07,0.00036943995408403655,0.00036943995408403655,0.00036943995408403655,0.00036943995408403655,0.00036943995408403655,0.00036943995408403655
brightscript,1,8.233163181294254e-05,517,8.88909767176627e-09,0.00027732584929029795,0.00027732584929029795,0.00027732584929029795,0.00027732584929029795,0.00027732584929029795,0.00027732584929029795
lookml,1,8.233163181294254e-05,1306,2.245485794840764e-08,0.00023627668470160932,0.00023627668470160932,0.00023627668470160932,0.00023627668470160932,0.00023627668470160932,0.00023627668470160932
dylan,1,8.233163181294254e-05,1284,2.207659847301333e-08,0.00023141322832988137,0.00023141322832988137,0.00023141322832988137,0.00023141322832988137,0.00023141322832988137,0.00023141322832988137
krl,3,0.0002469948954388276,15675,2.6950987621844547e-07,0.00022130778313015481,0.0001,0.0001,0.0,0.0002084460382141657,6.115848730062054e-06
modelica,1,8.233163181294254e-05,1346,2.3142602449124566e-08,0.00015031174051950016,0.00015031174051950016,0.00015031174051950016,0.00015031174051950016,0.00015031174051950016,0.00015031174051950016
rascal,4,0.00032932652725177014,2825,4.857195536313291e-08,0.00013401536261201086,0.0,0.0001,0.0,0.0001204728772199613,2.3921367748811156e-06
cue,1,8.233163181294254e-05,384,6.602347206882491e-09,0.00011832944705327321,0.00011832944705327321,0.00011832944705327321,0.00011832944705327321,0.00011832944705327321,0.00011832944705327321
isabelle,3,0.0002469948954388276,856,1.471773231534222e-08,0.00011109769100303247,0.0,0.0,0.0,7.315343092437472e-05,2.0045465342671106e-06
scaml,1,8.233163181294254e-05,70,1.2035528762546207e-09,9.036035710413128e-05,9.036035710413128e-05,9.036035710413128e-05,9.036035710413128e-05,9.036035710413128e-05,9.036035710413128e-05
harbour,2,0.00016466326362588507,1912,3.287418713426907e-08,5.1971424391685776e-05,0.0,0.0,0.0,4.961795131677455e-05,2.3534730749112257e-06
csound score,1,8.233163181294254e-05,1586,2.7269069453426123e-08,2.6443539658190074e-05,2.6443539658190074e-05,2.6443539658190074e-05,2.6443539658190074e-05,2.6443539658190074e-05,2.6443539658190074e-05
